NAME,ADDRESS,IMAGE URL,LINK,DISH,DISH IMGAGE,PRICE
Trà Sữa Sharetea - Sư Vạn Hạnh,353 Sư Vạn Hạnh  P. 12  Quận 10  TP. HCM,https://images.foody.vn/res/g80/797426/prof/s640x400/foody-upload-api-foody-mobile-picturemessage_q0wj0-191030165956.jpg,https://www.foody.vn/ho-chi-minh/tra-sua-sharetea-su-van-hanh,,,
Bò Né Bách Khoa,Hẻm 473 Tô Hiến Thành  P. 14  Quận 10  TP. HCM,https://images.foody.vn/res/g74/730589/prof/s640x400/foody-upload-api-foody-mobile-foody-bo-ne-bach-kho-180411095019.jpg,https://www.foody.vn/ho-chi-minh/bo-ne-bach-khoa,,,
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,521 Nguyễn Tri Phương  P. 8  Quận 10  TP. HCM,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,,,
Lê Buffet Nướng,51/4 Nguyễn Ảnh Thủ  Ấp Hậu Lân  Huyện Hóc Môn  TP. HCM,https://images.foody.vn/res/g69/682437/prof/s640x400/foody-mobile-c2-jpg-929-636386445136165888.jpg,https://www.foody.vn/ho-chi-minh/le-buffet-nuong,,,
Bún Bò Huế - Phạm Văn Hai,15/39 Phạm Văn Hai  P. 1  Quận Tân Bình  TP. HCM,https://images.foody.vn/res/g3/21700/prof/s640x400/foody-mobile-bun-bo-hue-pham-van-hai-tp-hcm.jpg,https://www.foody.vn/ho-chi-minh/bun-bo-hue-pham-van-hai,,,
Xíu - Bánh Mì & Café,87 Trần Văn Kiểu  P. 10  Quận 6  TP. HCM,https://images.foody.vn/res/g113/1128967/prof/s640x400/foody-upload-api-foody-mobile-cv-7c6978c0-220307090421.jpeg,https://www.foody.vn/ho-chi-minh/xiu-banh-mi-cafe,,,
Hẻm Tea & Milktea,490 Lê Văn Sỹ  P. 14.  Quận 3  TP. HCM,https://images.foody.vn/res/g31/300546/prof/s640x400/file_restaurant_photo_hdv2_16239-14cf3da8-210618002512.jpg,https://www.foody.vn/ho-chi-minh/hem-tea-milktea,,,
Xiên Nướng Pé Mập,256/6 Dương Quảng Hàm  P. 5  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g8/73628/prof/s640x400/foody-mobile-xcahk2ui-jpg-735-635842214255503835.jpg,https://www.foody.vn/ho-chi-minh/xien-nuong-pe-map,,,
Hokkaido Tea - Lê Văn Sỹ,473 Lê Văn Sỹ  P. 2  Quận Tân Bình  TP. HCM,https://images.foody.vn/res/g105/1040493/prof/s640x400/foody-upload-api-foody-mobile-foody-mobile-hokkaid-200806094334.jpg,https://www.foody.vn/ho-chi-minh/hokkaido-tea-le-van-sy,,,
Bánh Canh Cua - Trần Khắc Chân,87 Trần Khắc Chân  P. Tân Định  Quận 1  TP. HCM,https://images.foody.vn/res/g2/18346/prof/s640x400/foody-upload-api-foody-mobile-ggg-190814173057.jpg,https://www.foody.vn/ho-chi-minh/banh-canh-cua-tran-khac-chan,,,
Kem Cuộn Mập Mập - Phạm Văn Đồng,343 Phạm Văn Đồng  P. 1  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g14/138289/prof/s640x400/foody-mobile-hmb-f-jpg-194-635780216293647988.jpg,https://www.foody.vn/ho-chi-minh/kem-cuon-map-map-pham-van-dong,,,
Phụng Thiên - Phá Lấu & Mì Xào,831 Hoàng Sa  P. 9  Quận 3  TP. HCM,https://images.foody.vn/res/g67/661333/prof/s640x400/file_restaurant_photo_wte8_16358-a82154a8-211102220125.jpg,https://www.foody.vn/ho-chi-minh/phung-thien-pha-lau-mi-xao,,,
Phở Ông 8 - Phạm Văn Đồng,121 Phạm Văn Đồng  P. 3  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g97/961545/prof/s640x400/foody-upload-api-foody-mobile-6-190926104016.jpg,https://www.foody.vn/ho-chi-minh/pho-ong-8-pham-van-dong,,,
Chị Dung - Vú Heo Tép Mỡ Nướng,199 Lê Quang Sung  Quận 6  TP. HCM,https://images.foody.vn/res/g74/738417/prof/s640x400/foody-upload-api-foody-mobile-vuheonuonfghh-200421105527.jpg,https://www.foody.vn/ho-chi-minh/chi-dung-vu-heo-tep-mo-nuong,,,
SteakZone,77 Lê Quang Sung  P. 6  Quận 6  TP. HCM,https://images.foody.vn/res/g102/1014518/prof/s640x400/foody-upload-api-foody-mobile-230-200323151559.jpg,https://www.foody.vn/ho-chi-minh/steak-zone,,,
LongBuri Cancook - Gân Bò  Chân Gà Sốt Thái,142/34 Thạnh Xuân 22  P. Thạnh Xuân  Quận 12  TP. HCM,https://images.foody.vn/res/g86/853349/prof/s640x400/file_restaurant_photo_8yfu_16141-65b2b33a-210224172605.jpg,https://www.foody.vn/ho-chi-minh/hai-chuy-em-gan-bo-dam-coc-shop-online,,,
Passio Coffee - 53C Nguyễn Du,53C Nguyễn Du  P. Bến Nghé  Quận 1  TP. HCM,https://images.foody.vn/res/g2/10428/prof/s640x400/image-5e6bfd15-211105000403.jpeg,https://www.foody.vn/ho-chi-minh/passio-coffee-nguyen-du,,,
Chè Hà Trâm,C200/8 Xóm Chiếu  P. 14  Quận 4  TP. HCM,https://images.foody.vn/res/g25/246428/prof/s640x400/file_restaurant_photo_n07z_16111-346fe6ee-210120171554.jpeg,https://www.foody.vn/ho-chi-minh/che-ha-tram,,,
Starbucks Coffee - Lakai Building,98 Nguyễn Tri Phương  Quận 5  TP. HCM,https://images.foody.vn/res/g22/211131/prof/s640x400/foody-upload-api-foody-mobile-6-190125161744.jpg,https://www.foody.vn/ho-chi-minh/starbucks-coffee-lakai-building,,,
Bò Né 435,435 Vĩnh Viễn  P. 6  Quận 10  TP. HCM,https://images.foody.vn/res/g7/69893/prof/s640x400/foody-mobile-bo-ne-435-tp-hcm-140415044210.jpg,https://www.foody.vn/ho-chi-minh/bo-ne-435,,,
Gà Nướng Ánh Tuyết - 67 Ngô Tất Tố,67 Ngô Tất Tố  P. 21  Quận Bình Thạnh  TP. HCM,https://images.foody.vn/res/g74/731454/prof/s640x400/foody-upload-api-foody-mobile-hj-jpg-180413140116.jpg,https://www.foody.vn/ho-chi-minh/ga-nuong-anh-tuyet-166-ngo-tat-to,,,
Nước Mát Thảo Dược,308 Trần Hưng Đạo  P. 11  Quận 5  TP. HCM,https://images.foody.vn/res/g22/213860/prof/s640x400/foody-mobile-hmb-s-jpg-499-635920139963701053.jpg,https://www.foody.vn/ho-chi-minh/nuoc-mat-thao-duoc,,,
Lẩu Dê Nhất Phương - Hòa Bình,245/61B Hòa Bình  P. Hiệp Tân  Quận Tân Phú  TP. HCM,https://images.foody.vn/res/g3/25043/prof/s640x400/foody-mobile-nhat-phuong-hoa-binh-tp-hcm.jpg,https://www.foody.vn/ho-chi-minh/lau-de-nhat-phuong-hoa-binh,,,
Beefshop - Thịt Bò Tươi Kèm Sốt,268/16 Cư Xá Đường Sắt Lý Thái Tổ  P. 1  Quận 3  TP. HCM,https://images.foody.vn/res/g110/1090913/prof/s640x400/foody-upload-api-foody-mobile-th-3906f5f5-210731163012.jpeg,https://www.foody.vn/ho-chi-minh/beefshop-thit-bo-tuoi-kem-sot,,,
Quán Nướng Chị Hai,1/1Bis Hoàng Diệu  P. 13  Quận 4  TP. HCM,https://images.foody.vn/res/g79/788896/prof/s640x400/foody-upload-api-foody-mobile-cakeochiengion-jpg-181023101334.jpg,https://www.foody.vn/ho-chi-minh/quan-nuong-chi-hai,,,
Mini Coffee & More,001 Chung Cư A2  Phan Xích Long  P. 7  Quận Phú Nhuận  TP. HCM,https://images.foody.vn/res/g86/854841/prof/s640x400/foody-upload-api-foody-mobile-31093407_84428491575-181129155956.jpg,https://www.foody.vn/ho-chi-minh/mini-coffee-more,,,
TocoToco Bubble Tea - Phạm Văn Đồng,836 Phạm Văn Đồng  P. Hiệp Bình Chánh  Tp. Thủ Đức  TP. HCM,https://images.foody.vn/res/g98/973229/prof/s640x400/image-748922f9-210113164538.jpeg,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-pham-van-dong,,,
Kiều Oanh - Phá Lấu Bình Dân,74/10 Phú Châu  P. Tam Phú  Tp. Thủ Đức  TP. HCM,https://images.foody.vn/res/g69/683240/prof/s640x400/foody-mobile-hmb-jpg-850-636392742799637386.jpg,https://www.foody.vn/ho-chi-minh/kieu-oanh-pha-lau-binh-dan,,,
Ori Homejuice - Vạn Kiếp,186 Vạn Kiếp  P. 3  Quận Bình Thạnh  TP. HCM,https://images.foody.vn/res/g68/679473/prof/s640x400/foody-mobile-c2-jpg-434-636377888310926377.jpg,https://www.foody.vn/ho-chi-minh/ori-homejuice-van-kiep,,,
Bánh 9 Sạch - Bánh Sầu Riêng - Đường Số 7,61 Đường Số 7  P. Thạnh Mỹ Lợi  Quận 2  TP. HCM,https://images.foody.vn/res/g106/1052143/prof/s640x400/foody-upload-api-foody-mobile-93524d78-38af-471e-9-201021173958.jpg,https://www.foody.vn/ho-chi-minh/banh-9-sach-banh-sau-rieng-duong-so-7,,,
Artisan Baked - Bánh Biscotti,156/74 Phú Thọ Hoà  P. Phú Thọ Hoà  Quận Tân Phú  TP. HCM,https://images.foody.vn/res/g105/1044820/prof/s640x400/file_restaurant_photo_xw74_16331-8b52c45d-211002195435.jpeg,https://www.foody.vn/ho-chi-minh/artisan-baked-banh-biscotti,,,
Bánh 9 Sạch - Bánh Sầu Riêng - Phạm Văn Chiêu,186 Phạm Văn Chiêu  P. 9  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g108/1077197/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-210507145619.jpg,https://www.foody.vn/ho-chi-minh/banh-9-sach-banh-sau-rieng-pham-van-chieu,,,
2 Béo - Bánh Sầu Riêng - Shop Online,67 An Dương Vương  P. 8  Quận 5  TP. HCM,https://images.foody.vn/res/g103/1023413/prof/s640x400/file_restaurant_photo_yqrb_16345-574ed453-211018112808.jpeg,https://www.foody.vn/ho-chi-minh/2-beo-banh-sau-rieng-shop-online,,,
Bánh 9 Sạch - Bánh Sầu Riêng - Shop Online,73 An Dương Vương  P. 8  Quận 5  TP. HCM,https://images.foody.vn/res/g103/1023139/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200608142806.jpg,https://www.foody.vn/ho-chi-minh/banh-9-sach-banh-sau-rieng-shop-online,,,
Biscotti - Bánh Hạt Dinh Dưỡng - Phú Thọ Hòa,156/74 Phú Thọ Hòa  P. Phú Thọ Hòa  Quận Tân Phú  TP. HCM,https://images.foody.vn/res/g106/1051428/prof/s640x400/file_restaurant_photo_6rvi_16331-4c85d765-211002195012.jpeg,https://www.foody.vn/ho-chi-minh/biscotti-banh-hat-dinh-duong,,,
3 Râu - Gà Rán  Pizza & Trà Sữa - Nguyễn Đình Chiểu,361A Nguyễn Đình Chiểu  P. 5  Quận 3  TP. HCM,https://images.foody.vn/res/g102/1015171/prof/s640x400/image-d7e8dc93-211027112026.jpeg,https://www.foody.vn/ho-chi-minh/3-rau-ga-ran-pizza-tra-sua-nguyen-dinh-chieu,,,
Highlands Coffee - Sun Village,Tầng Trệt Sun Village  31 - 33 Nguyễn Văn Đậu  P. 4  Quận Bình Thạnh  TP. HCM,https://images.foody.vn/res/g86/851815/prof/s640x400/image-dbb0202c-210613161501.jpeg,https://www.foody.vn/ho-chi-minh/highlands-coffee-sun-village,,,
Phở Vân Chuẩn Vị Phố Cổ - Phở Bò Phố Cổ - Nguyễn Văn Thương,27 Nguyễn Văn Thương  P. 25  Quận Bình Thạnh  TP. HCM,https://images.foody.vn/res/g113/1128199/prof/s640x400/foody-upload-api-foody-mobile-ph-01cc2dfb-220225205613.jpg,https://www.foody.vn/ho-chi-minh/pho-van-chuan-vi-pho-co-pho-bo-pho-co-nguyen-van-thuong,,,
Trà Sữa Kurotaki - Crescent Mall,Tầng Hầm B1  BF1 - K6 & K7 Crescent Mall  101 Tôn Dật Tiên  P. Tân Phú  Quận 7  TP. HCM,https://images.foody.vn/res/g64/633914/prof/s640x400/foody-mobile-hinh-nen-2-jpg-902-636241533784123735.jpg,https://www.foody.vn/ho-chi-minh/tra-sua-kurotaki-crescent-mall,,,
Hủ Tiếu Mì & Bún Mì Vàng,140 Gò Công  P. 13  Quận 5  TP. HCM,https://images.foody.vn/res/g79/783758/prof/s640x400/foody-upload-api-foody-mobile-bunmivang-jpg-181011144121.jpg,https://www.foody.vn/ho-chi-minh/hu-tieu-mi-bun-mi-vang,,,
Xíu Xíu - Mì Cay,27 Lê Văn Linh  P. 13  Quận 4  TP. HCM,https://images.foody.vn/res/g30/292417/prof/s640x400/foody-mobile-1-jpg-746-636141092777483002.jpg,https://www.foody.vn/ho-chi-minh/xiu-xiu-mi-cay,,,
Ăn Vặt Ba Chị Em - Shop Online,30 Trịnh Đình Trọng  P. Phú Trung  Quận Tân Phú  TP. HCM,https://images.foody.vn/res/g100/991461/prof/s640x400/foody-upload-api-foody-mobile-hmzz-191218173657.jpg,https://www.foody.vn/ho-chi-minh/an-vat-ba-chi-em-shop-online,,,
Bún Nước Lèo Sóc Trăng,213 Hàn Hải Nguyên  P. 2  Quận 11  TP. HCM,https://images.foody.vn/res/g27/269011/prof/s640x400/foody-mobile-14-jpg-721-636075684156749614.jpg,https://www.foody.vn/ho-chi-minh/bun-nuoc-leo-soc-trang-han-hai-nguyen,,,
Hoàng Minh - Bánh Canh Trảng Bàng,180 - 182 Lý Thái Tổ  P. 1  Quận 3  TP. HCM,https://images.foody.vn/res/g1/3900/prof/s640x400/foody-mobile-8tzlzfdc-jpg-279-635781638335205672.jpg,https://www.foody.vn/ho-chi-minh/hoang-minh-banh-canh-trang-bang,,,
IzBôn Tea - Mạc Đĩnh Chi,10 Mạc Đĩnh Chi  Quận 1  TP. HCM,https://images.foody.vn/res/g70/691508/prof/s640x400/foody-mobile-25-jpg-709-636434190043140360.jpg,https://www.foody.vn/ho-chi-minh/izbon-tea,,,
Phở Thành - Lý Chính Thắng,140E Lý Chính Thắng  P. 7  Quận 3  TP. HCM,https://images.foody.vn/res/g75/749899/prof/s640x400/foody-upload-api-foody-mobile-foody-pho-thanh-ly-c-181203173417.jpg,https://www.foody.vn/ho-chi-minh/pho-thanh-ly-chinh-thang,,,
KOI Thé - Pearl Plaza,L1-01 Pearl Plaza  561A Điện Biên Phủ  P. 25  Quận Bình Thạnh  TP. HCM,https://images.foody.vn/res/g31/300648/prof/s640x400/image-30c2257e-220103124208.jpeg,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-pearl-plaza,,,
Artisan Baked - Bánh Biscotti - Nguyễn Duy,522/525 Nguyễn Duy  P. 10  Quận 8  TP. HCM,https://images.foody.vn/res/g106/1053903/prof/s640x400/file_restaurant_photo_pruz_16331-ed3d1bb3-211002195408.jpeg,https://www.foody.vn/ho-chi-minh/artisan-baked-banh-biscotti-nguyen-duy,,,
Biscotti - Bánh Hạt Dinh Dưỡng - Nguyễn Duy,522/525 Nguyễn Duy  P. 10  Quận 8  TP. HCM,https://images.foody.vn/res/g106/1058719/prof/s640x400/file_restaurant_photo_rm2g_16331-114c86af-211002195047.jpeg,https://www.foody.vn/ho-chi-minh/biscotti-banh-hat-dinh-duong-nguyen-duy,,,
Quán Ốc Ngọc Yến,114 Đường Số 29  P. Bình Trị Đông  Quận Bình Tân  TP. HCM,https://images.foody.vn/res/g87/864034/prof/s640x400/foody-upload-api-foody-mobile-t11-jpg-181217143842.jpg,https://www.foody.vn/ho-chi-minh/quan-oc-ngoc-yen,,,
Làng Ốc Phố Biển - Bình Tân,422 Hương Lộ 2  P. Bình Trị Đông  Quận Bình Tân  TP. HCM,https://images.foody.vn/res/g3/21772/prof/s640x400/foody-mobile-15541632_17857726850-523-636179070152330286.jpg,https://www.foody.vn/ho-chi-minh/lang-oc-pho-bien-binh-tan,,,
Súp Cua Doanh,306/27 Nguyễn Thị Minh Khai  P. 5  Quận 3  TP. HCM,https://images.foody.vn/res/g100/996185/prof/s640x400/foody-upload-api-foody-mobile-hmzz-200102114440.jpg,https://www.foody.vn/ho-chi-minh/sup-cua-doanh,,,
Cafe Song Anh - Bánh Cuốn Nóng - Trương Gia Mô,14 Trương Gia Mô  P. Thạnh Mỹ Lợi  Quận 2  TP. HCM,https://images.foody.vn/res/g114/1132425/prof/s640x400/foody-upload-api-foody-mobile-90-9258260e-220404151739.jpeg,https://www.foody.vn/ho-chi-minh/cafe-song-anh-banh-cuon-nong-truong-gia-mo,,,
Lẩu Nhúng Nguyệt Hỷ - Nguyễn Tri Phương,194 Nguyễn Tri Phương  P. 4  Quận 10  TP. HCM,https://images.foody.vn/res/g1/1035/prof/s640x400/file_98043bad-ffc9-4cbd-ba3a-0d0-f9697a4b-211003130146.jpeg,https://www.foody.vn/ho-chi-minh/nguyet-hy-lau-nhung-va-xien-que-nguyen-tri-phuong,,,
Quán Bún Cá Châu Đốc - Bùi Văn Ba,122 Bùi Văn Ba  P. Tân Thuận Đông  Quận 7  TP. HCM,https://images.foody.vn/res/g114/1132729/prof/s640x400/file_restaurant_photo_box9_16499-c333b83f-220414113000.jpeg,https://www.foody.vn/ho-chi-minh/quan-bun-ca-chau-doc-bui-van-ba,,,
V Cà Phê - Trà Sữa & Ăn Vặt - Hoàng Sa,947 Hoàng Sa  P. 11  Quận 3  TP. HCM,https://images.foody.vn/res/g114/1132719/prof/s640x400/foody-upload-api-foody-mobile-nh-5cfa075c-220406194152.jpeg,https://www.foody.vn/ho-chi-minh/v-ca-phe-tra-sua-an-vat-hoang-sa,,,
Quán Ốc Cô Vy - Chuyên Ốc Dừa - Âu Cơ,452/9 Âu Cơ  P. 10  Quận Tân Bình  TP. HCM,https://images.foody.vn/res/g114/1132666/prof/s640x400/foody-upload-api-foody-mobile-cv-52bbc980-220406131122.jpeg,https://www.foody.vn/ho-chi-minh/quan-oc-co-vy-chuyen-oc-dua-au-co,,,
Quán Cơm Tấm Út Mai - Lê Thị Riêng,95/34 Lê Thị Riêng  P. Bến Thành  Quận 1  TP. HCM,https://images.foody.vn/res/g114/1132680/prof/s640x400/foody-upload-api-foody-mobile-da-e23e3205-220406145155.jpeg,https://www.foody.vn/ho-chi-minh/quan-com-tam-ut-mai-le-thi-rieng,,,
ZEN MILK TEA - Trà Sữa Trân Châu Đường Đen - Liên Ấp 2-6,F5/15H Liên Ấp 2-6  X. Vĩnh Lộc A  Huyện Bình Chánh  TP. HCM,https://images.foody.vn/res/g114/1132718/prof/s640x400/foody-upload-api-foody-mobile-4a-bdf3e10b-220406194100.jpeg,https://www.foody.vn/ho-chi-minh/zen-milk-tea-tra-sua-tran-chau-duong-den-lien-ap-2-6,,,
Fe'Viet Cà Phê Ngon Thiệt - Hoàng Diệu,L14 Hoàng Diệu  P. 6  Quận 4  TP. HCM,https://images.foody.vn/res/g114/1132470/prof/s640x400/foody-upload-api-foody-mobile-fe-516fb0de-220404182206.jpeg,https://www.foody.vn/ho-chi-minh/fe-viet-ca-phe-ngon-thiet-hoang-dieu,,,
Bún Riêu & Canh Bún,57 Thống Nhất  P. Tân Thành  Quận Tân Phú  TP. HCM,https://images.foody.vn/res/g30/295411/prof/s640x400/foody-mobile-1-jpg-788-636153228727737939.jpg,https://www.foody.vn/ho-chi-minh/bun-rieu-canh-bun-thong-nhat,,,
Quyền Ký Mì Gia - Mì  Sủi Cảo & Bò Kho,012 Lô J Chung Cư Nguyễn Thiện Thuật  Nguyễn Thiện Thuật  P. 1  Quận 3  TP. HCM,https://images.foody.vn/res/g69/687394/prof/s640x400/foody-mobile-hmb-jpg-689-636407257567852655.jpg,https://www.foody.vn/ho-chi-minh/quyen-ky-mi-gia-chung-cu-nguyen-thien-thuat,,,
IzBôn Tea - Nguyễn Thị Minh Khai,18Bis/22 Nguyễn Thị Minh Khai  P. ĐaKao  Quận 1  TP. HCM,https://images.foody.vn/res/g32/315581/prof/s640x400/foody-upload-api-foody-mobile-11-200703155407.jpg,https://www.foody.vn/ho-chi-minh/izbon-tea-nguyen-thi-minh-khai,,,
Ăn Vặt SoHan - Trà Sữa & Trà Trái Cây - Song Hành,36/7 Song Hành  X.Trung Chánh  Huyện Hóc Môn  TP. HCM,https://images.foody.vn/res/g114/1132469/prof/s640x400/foody-upload-api-foody-mobile-4a-d5b1021e-220404181525.jpeg,https://www.foody.vn/ho-chi-minh/an-vat-sohan-tra-sua-tra-trai-cay-song-hanh,,,
Quán Minh - Lẩu Bò Dê Trương Định,107P Trương Định  P. 6  Quận 3  TP. HCM,https://images.foody.vn/res/g2/10574/prof/s640x400/foody-mobile-21-jpg-577-635775903407004256.jpg,https://www.foody.vn/ho-chi-minh/quan-minh-lau-bo-de-truong-dinh,,,
Á Châu Dimsum - Dimsum  Há Cảo & Chả Giò - Bến Phú Lâm,188 Bến Phú Lâm  P. 9  Quận 6  TP. HCM,https://images.foody.vn/res/g108/1073857/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-210415134904.jpg,https://www.foody.vn/ho-chi-minh/a-chau-dimsum-dimsum-ha-cao-cha-gio-ben-phu-lam,,,
Hưng Ký - Cơm Chiên & Mì Xào,429/7 Lạc Long Quân  P. 5  Quận 11  TP. HCM,https://images.foody.vn/res/g103/1029266/prof/s640x400/file_restaurant_photo_wfin_16022-b5949f99-201009182135.jpg,https://www.foody.vn/ho-chi-minh/hung-ky-com-chien-mi-xao,,,
Quán Ăn Hùng Ký - Cơm Bình Dân,565 Lê Đức Thọ  P. 16  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g73/721340/prof/s640x400/foody-mobile-t1-jpg.jpg,https://www.foody.vn/ho-chi-minh/quan-an-hung-ky-com-binh-dan,,,
Daebak Gogi BBQ - Ẩm Thực Hàn Quốc,27AB Tôn Thất Tùng  P. Phạm Ngũ Lão  Quận 1  TP. HCM,https://images.foody.vn/res/g30/290766/prof/s640x400/foody-mobile-4-jpg-357-636203369294246118.jpg,https://www.foody.vn/ho-chi-minh/daebak-gogi-bbq-am-thuc-han-quoc,,,
Bánh Xèo Sammy,89 Nguyễn Thái Sơn  P. 4  Quận Gò Vấp  TP. HCM,https://images.foody.vn/res/g4/34068/prof/s640x400/foody-mobile-hdk6dcvkdkapdel-jpg-185-635760886397510352.jpg,https://www.foody.vn/ho-chi-minh/banh-xeo-sammy,,,
Nechura - Nem Chua Rán Hà Nội - Bến Vân Đồn,254/30 Bến Vân Đồn  P. 5  Quận 4  TP. HCM,https://images.foody.vn/res/g106/1053280/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-201029093825.jpg,https://www.foody.vn/ho-chi-minh/nechura-nem-chua-ran-ha-noi-ben-van-don,,,
